Mine ID,Mine Name,Commodity,Mine Status,Status Date,Type of Mine,Street,City,State,Zip Code,full_address,lat,lon,confidence,geocode_method
1102947,Steve Benesh & Sons Quarry,"Crushed, Broken Limestone NEC",Intermittent,9/16/1993,Surface,3923 N. River Road,Oregon,Illinois,61061,"3923 N. River Road, Oregon, Illinois 61061.0",42.072937804287,-89.322676706316,,python
1102963,Northern IL Service Co Portable Mine #1,"Crushed, Broken Limestone NEC",Intermittent,2/17/2026,Surface,6799 Swanson Rd,Roscoe,Illinois,61073,"6799 Swanson Rd, Roscoe, Illinois 61073.0",42.389963100706,-88.983955936752,,python
1102972,Yard 98 - Fairbury,"Crushed, Broken Limestone NEC",Abandoned,6/15/2009,Surface,11228 N. 1800 E. Rd.,Fairbury,Illinois,61739,"11228 N. 1800 E. Rd. , Fairbury, Illinois 61739.0",40.79007948938,-88.584246497069,,python
1102978,Laraway Quarry,"Crushed, Broken Limestone NEC",Active,10/23/1995,Surface,595 W. Laraway Road,Joliet,Illinois,60436,"595 W. Laraway Road, Joliet, Illinois 60436.0",41.48294816553,-88.099459368984,,python
1102986,Yard 99 - Ashkum,"Crushed, Broken Limestone NEC",Active,2/1/2003,Surface,2744 N 200 E Rd,Ashkum,Illinois,60911,"2744 N 200 E Rd, Ashkum, Illinois 60911.0",40.899213797791,-88.092242699483,,python
1103011,11774,"Crushed, Broken Limestone NEC",Abandoned,8/25/2023,Surface,8966 State St,Rockford,Illinois,61108,"8966 State St, Rockford, Illinois 61108.0",42.274236849448,-88.941269778979,,python
1103024,Portable No. 2,"Crushed, Broken Limestone NEC",Abandoned,7/8/2005,Surface,Highway 20,Galena,Illinois,61036,"Highway 20, Galena, Illinois 61036.0",,,,none
1103027,Spread 5,"Crushed, Broken Limestone NEC",Abandoned,8/28/2015,Surface,2283 US Rte 20 E,Freeport,Illinois,61032,"2283 US Rte 20 E, Freeport, Illinois 61032.0",42.276747718,-89.568829466113,,python
1103029,Yard 88 - Pontiac,"Crushed, Broken Limestone NEC",Active,11/28/2011,Surface,15494 E. 1200N. Rd.,Pontiac,Illinois,61764,"15494 E. 1200N. Rd., Pontiac, Illinois 61764.0",40.800571092465,-88.632658700285,,python
1103035,Dimmick Quarry,"Crushed, Broken Limestone NEC",Abandoned,4/1/2003,Surface,East Third Road,LaSalle,Illinois,61301,"East Third Road, LaSalle, Illinois 61301.0",,,,none
1103051,PLANT #4 - Northgate-Thayer,"Crushed, Broken Limestone NEC",Abandoned,3/6/2013,Surface,1459 East State Road 16,Monon,Indiana,47959,"1459 East State Road 16, Monon, Indiana 47959.0",40.869879304896,-86.836911439087,,python
1103059,Fischer Excavating Inc,"Crushed, Broken Limestone NEC",Intermittent,3/23/2022,Surface,1567 Heine Rd,Freeport,Illinois,61032,"1567 Heine Rd, Freeport, Illinois 61032.0",42.32502129227,-89.656291401708,,python
1103061,Macklin Plant #5,"Crushed, Broken Limestone NEC",Abandoned,8/30/2021,Surface,Reynolds Rd.,Steward,Illinois,60553,"Reynolds Rd., Steward, Illinois 60553.0",,,,none
1103072,Pontiac Quarry,"Crushed, Broken Limestone NEC",Abandoned,5/30/2006,Surface,1600 East Road,Pontiac,Illinois,61764,"1600 East Road, Pontiac, Illinois 61764.0",,,,none
1103079,"Northern Materials, Inc.","Crushed, Broken Limestone NEC",Abandoned,7/29/2005,Surface,8200 Lindenwood Rd.,Rockford,Illinois,61109,"8200 Lindenwood Rd., Rockford, Illinois 61109.0",42.162487182724,-89.056950484207,,python
1103080,Wastone Quarry,"Crushed, Broken Limestone NEC",Intermittent,4/2/2001,Surface,603 Rock Island Rd.,Dixon,Illinois,61021,"603 Rock Island Rd., Dixon, Illinois 61021.0",41.823794972233,-89.515406818655,,python
1103083,Central Stone Co (CS-75),"Crushed, Broken Limestone NEC",Active,1/15/2026,Surface,1550 N. County Road 2500,Carthage,Illinois,62321,"1550 N. County Road 2500, Carthage, Illinois 62321.0",40.421421991372,-91.024535557978,,python
1103084,Amrize Joliet S & G Underground Mine # 1,"Crushed, Broken Limestone NEC",Active,5/3/2001,Underground,2509 Mound Road,Joliet,Illinois,60436,"2509 Mound Road, Joliet, Illinois 60436.0",41.50052198051,-88.14434570274,,python
1103087,Golconda Quarry,"Crushed, Broken Limestone NEC",Abandoned,7/28/2008,Surface,Route 1 Box 110,Golconda,Illinois,62938,"Route 1 Box 110, Golconda, Illinois 62938.0",,,,none
1103090,Stagecoach Trails Limestone,"Crushed, Broken Limestone NEC",Active,11/5/2025,Surface,5870 W. Stage Coach Trail,Apple River,Illinois,61001,"5870 W. Stage Coach Trail, Apple River , Illinois 61001.0",42.499561481332,-90.108989632055,,python
1103091,Sword,"Crushed, Broken Limestone NEC",Abandoned,2/2/2023,Surface,3367 Eagle Road,Milledgeville,Illinois,61051,"3367 Eagle Road, Milledgeville, Illinois 61051.0",41.980367001561,-89.733862029422,,python
1103094,STOKES SAND& GRAVEL,"Crushed, Broken Limestone NEC",Intermittent,7/1/2001,Surface,903 DAISEYFIELD RD.,ROCKFORD,Illinois,61102,"903 DAISEYFIELD RD., ROCKFORD, Illinois 61102.0",42.263079977511,-89.150384805265,,python
1103096,Casey Stone Co,"Crushed, Broken Limestone NEC",Active,10/16/2013,Surface,7600 N State Hwy 49,Casey,Illinois,62420,"7600 N State Hwy 49, Casey, Illinois 62420.0",39.25607253958,-87.991428132918,,python
1103100,Pana Limestone Company,"Crushed, Broken Limestone NEC",Active,7/15/2015,Surface,325 N. 1600 East Road,Pana,Illinois,62557,"325 N. 1600 East Road, Pana, Illinois 62557.0",39.399757372855,-89.23318266332,,python
1103104,Portable #2,"Crushed, Broken Limestone NEC",Intermittent,2/4/2009,Surface,11200 N. Main Street Road,Rockton,Illinois,61072,"11200 N. Main Street Road, Rockton, Illinois 61072.0",42.415874133531,-89.07942537608,,python
1103108,211711,"Crushed, Broken Limestone NEC",Abandoned,7/6/2016,Surface,8966 E. State St,Rockford,Illinois,61108,"8966 E. State St, Rockford, Illinois 61108.0",42.274236849448,-88.941269778979,,python
1103111,Lemont Underground Limestone,"Crushed, Broken Limestone NEC",Active,11/19/2013,Underground,1361 N. Joliet Road,Romeoville,Illinois,60446,"1361 N. Joliet Road, Romeoville, Illinois 60446.0",41.673079177166,-88.05940094304,,python
1103112,Shale Quarry,"Crushed, Broken Limestone NEC",Abandoned,9/18/2023,Surface,24750 N. 825 East Rd,Cornell,Illinois,61319,"24750 N. 825 East Rd, Cornell, Illinois 61319.0",,,,none
1103123,Kurtz Jaw Crusher,"Crushed, Broken Limestone NEC",Abandoned,3/15/2005,Surface,1245 Gifford Road,Elgin,Illinois,60120,"1245 Gifford Road, Elgin, Illinois 60120.0",42.012644910951,-88.246711339849,,python
1103127,"Roscoe Rock and Sand, Inc. (Durand)","Crushed, Broken Limestone NEC",Abandoned,2/12/2019,Surface,15098 Yale Bridge Road,Durand,Illinois,61024,"15098 Yale Bridge Road, Durand, Illinois 61024.0",42.469229248341,-89.338884434298,,python
1103128,Louies Crushing Equipment,"Crushed, Broken Limestone NEC",Intermittent,4/23/2004,Surface,9720 Highway 20 W,Galena,Illinois,61036,"9720 Highway 20 W, Galena, Illinois 61036.0",42.406714748543,-90.415398402365,,python
1103129,Hewitt Robins Crusher,"Crushed, Broken Limestone NEC",Abandoned,8/13/2007,Surface,11003 N. Leaf River Rd.,Leaf River,Illinois,61047,"11003 N. Leaf River Rd., Leaf River, Illinois 61047.0",42.173060111908,-89.404932401033,,python
1103130,McDowell Quarry,"Crushed, Broken Limestone NEC",Active,1/6/2006,Surface,18380 East 1100 N. Road,Fairbury,Illinois,61739,"18380 East 1100 N. Road, Fairbury, Illinois 61739.0",40.786745678588,-88.576781120105,,python
1103135,Vulcan Starter Trench,"Crushed, Broken Limestone NEC",Abandoned,4/12/2008,Surface,4801 S. LaGrange Rd.,Willow Springs,Illinois,60480,"4801 S. LaGrange Rd. , Willow Springs , Illinois 60480.0",,,,none
1103137,Pecatonica,"Crushed, Broken Limestone NEC",Abandoned,10/26/2004,Surface,15400 Doty Rd.,Pecatonica,Illinois,61073,"15400 Doty Rd., Pecatonica, Illinois 61073.0",42.311111600809,-89.338589990794,,python
1103139,Wheeler Rd. Quarry,"Crushed, Broken Limestone NEC",Abandoned,7/2/2019,Surface,2758 Wheeler Rd.,Cherry Valley,Illinois,61016,"2758 Wheeler Rd., Cherry Valley, Illinois 61016.0",42.189897361662,-88.920247637694,,python
1103144,Amrize The R S & D Mine,"Crushed, Broken Limestone NEC",Active,1/1/2012,Underground,1310 S IL Route 31,South Elgin,Illinois,60177,"1310 S IL Route 31, South Elgin, Illinois 60177.0",,,,none
1103149,Bolingbrook Underground,"Crushed, Broken Limestone NEC",Active,11/19/2013,Underground,22933 W. Hassert Blvd,Plainfield,Illinois,60585,"22933 W. Hassert Blvd, Plainfield, Illinois 60585.0",41.680602229007,-88.179908155664,,python
1103153,"Joliet MI, LLC","Crushed, Broken Limestone NEC",Active,11/14/2011,Underground,1955 Patterson Road,Joliet,Illinois,60436,"1955 Patterson Road, Joliet, Illinois 60436.0",41.490335436857,-88.113339201293,,python
1103154,Gable Quarry,"Crushed, Broken Limestone NEC",Abandoned,8/13/2007,Surface,14264 Messmer Road,Savanna,Illinois,61074,"14264 Messmer Road, Savanna, Illinois 61074.0",42.115974290405,-90.054466682239,,python
1103155,Chambersburg Plant CS47,"Crushed, Broken Limestone NEC",Abandoned,7/15/2015,Surface,RR1 Box 47E,Chambersburg,Illinois,62323,"RR1 Box 47E, Chambersburg, Illinois 62323.0",,,,none
1103158,Rowe Quarry,"Crushed, Broken Limestone NEC",Active,10/15/2015,Surface,21306 N. 1200 East Rd.,Pontiac,Illinois,61764,"21306 N. 1200 East Rd., Pontiac, Illinois 61764.0",40.935283249738,-88.701023479968,,python
1103160,Fairdale Quarry,"Crushed, Broken Limestone NEC",Active,1/15/2016,Surface,20855 E. IL Rt. 72,Fairdale,Illinois,60146,"20855 E. IL Rt. 72, Fairdale, Illinois 60146.0",,,,none
1103163,Portable Plant #6,"Crushed, Broken Limestone NEC",Intermittent,3/15/2013,Surface,P.O. Box 130,Leaf River,Illinois,61047,"P.O. Box 130, Leaf River, Illinois 61047.0",,,,none
1103164,Doc's,"Crushed, Broken Limestone NEC",Intermittent,3/23/2022,Surface,6285 IL Rt 73 N,Lena,Illinois,61048,"6285 IL Rt 73 N, Lena, Illinois 61048.0",42.390188125712,-89.809178853235,,python
1103165,7211725,"Crushed, Broken Limestone NEC",Abandoned,7/17/2014,Surface,4145 Rockton Ave.,Rockford,Illinois,61103,"4145 Rockton Ave., Rockford, Illinois 61103.0",42.31930739838,-89.096896118306,,python
1103167,Plant 1,"Crushed, Broken Limestone NEC",Abandoned,9/14/2011,Surface,3700 Baxter Road,Rockford,Illinois,61109,"3700 Baxter Road, Rockford, Illinois 61109.0",42.165689692126,-89.044896685159,,python
1103168,Lyons,"Crushed, Broken Limestone NEC",Abandoned,6/11/2010,Surface,4401 S First Avenue,Lyons,Illinois,60534,"4401 S First Avenue, Lyons, Illinois 60534.0",41.81111995287,-87.834229006523,,python
1103171,Lisbon Quarry,"Crushed, Broken Limestone NEC",Abandoned,9/26/2023,Surface,10425 Joliet Rd.,Newark,Illinois,60541,"10425 Joliet Rd., Newark, Illinois 60541.0",,,,none
1103174,"Ritchie Quarry, LLC","Crushed, Broken Limestone NEC",Abandoned,8/9/2010,Surface,23237 Town Line Rd.,Lanark,Illinois,61046,"23237 Town Line Rd., Lanark, Illinois 61046.0",42.11014953052,-89.856776392772,,python
1103176,Mid-America Carbonates LLC,"Crushed, Broken Limestone NEC",Active,7/12/2007,Facility,Hwy 146 West,Cave In Rock,Illinois,62919,"Hwy 146 West, Cave In Rock, Illinois 62919.0",,,,none
1103177,Hilby Quarry,"Crushed, Broken Limestone NEC",Abandoned,6/23/2008,Surface,15475 US 20 West,East Dubuque,Illinois,61025,"15475 US 20 West, East Dubuque, Illinois 61025.0",42.498939875543,-90.641547103553,,python
1103186,Belvidere Quarry,"Crushed, Broken Limestone NEC",Active,5/14/2020,Surface,4151 Irene Rd,Belvidere,Illinois,61008,"4151 Irene Rd, Belvidere, Illinois 61008.0",42.211703504166,-88.900500441034,,python
1103188,Brookville Portable #1,"Crushed, Broken Limestone NEC",Abandoned,6/30/2011,Surface,34419 US 52,Lanark,Illinois,61046,"34419 US 52, Lanark, Illinois 61046.0",42.06281694863,-89.698130238035,,python
1103190,DeKalb Quarry,"Crushed, Broken Limestone NEC",Abandoned,4/11/2023,Surface,15622 Barber Greene Rd.,Sycamore,Illinois,60178,"15622 Barber Greene Rd., Sycamore, Illinois 60178.0",41.949824813882,-88.647181669114,,python
1103191,Freedom Material Resources,"Crushed, Broken Limestone NEC",Abandoned,3/18/2016,Facility,1186 state hwy 37,West Frankfort,Illinois,62896,"1186 state hwy 37, West Frankfort, Illinois 62896.0",37.880814851694,-88.932536823161,,python
1103208,Vermilion Plant (MC47),"Crushed, Broken Limestone NEC",Active,7/16/2013,Surface,2273 North Illinois 178,Oglesby,Illinois,61348,"2273 North Illinois 178, Oglesby, Illinois 61348.0",41.259748625486,-89.012621626395,,python
1103211,Goodmiller Quarry,"Crushed, Broken Limestone NEC",Intermittent,5/26/2009,Surface,9370 S. Goodmiller Rd.,Elizabeth,Illinois,61028,"9370 S. Goodmiller Rd., Elizabeth, Illinois 61028.0",42.23442890095,-90.047061620222,,python
1103214,Trac Portable,"Crushed, Broken Limestone NEC",Intermittent,6/30/2025,Surface,1567 Heine Rd,Freeport,Illinois,61032,"1567 Heine Rd , Freeport, Illinois 61032.0",42.32502129227,-89.656291401708,,python
1103218,H & G Limestone Products LLC,"Crushed, Broken Limestone NEC",Active,12/17/2009,Facility,639 IL Route 146 E,Elizabethtown,Illinois,62931,"639 IL Route 146 E, Elizabethtown, Illinois 62931.0",37.495214235607,-88.198559591263,,python
1103220,McCook Yards,"Crushed, Broken Limestone NEC",Abandoned,11/19/2010,Surface,7601 S. LaGrange Rd.,Willow Springs,Illinois,60525,"7601 S. LaGrange Rd., Willow Springs, Illinois 60525.0",,,,none
1103229,Spread #6,"Crushed, Broken Limestone NEC",Abandoned,8/22/2017,Surface,2283 US Rte 20 E,Freeport,Illinois,61032,"2283 US Rte 20 E, Freeport, Illinois 61032.0",42.276747718,-89.568829466113,,python
1103230,Amrize Kendall Co. Quarry,"Crushed, Broken Limestone NEC",Active,1/15/2014,Surface,10501 Joliet Road,Newark,Illinois,60541,"10501 Joliet Road, Newark, Illinois 60541.0",41.480622561848,-88.444767511546,,python
1103233,Ifft Quarry,"Crushed, Broken Limestone NEC",Intermittent,2/10/2025,Surface,18100 E. 1100 North Rd,Fairbury,Illinois,61739,"18100 E. 1100 North Rd, Fairbury, Illinois 61739.0",40.786654174479,-88.582412193494,,python
1103236,Mississippi Lime Co-Prairie du Rocher,"Crushed, Broken Limestone NEC",Active,11/18/2013,Underground,7899 Bluff Rd.,Prairie du Rocher,Illinois,62277,"7899 Bluff Rd., Prairie du Rocher, Illinois 62277.0",38.098878558854,-90.109731580269,,python
1103239,Dehaven Farm Quarry,"Crushed, Broken Limestone NEC",Abandoned,8/8/2024,Surface,Farwell Bridge Road,Davis,Illinois,61019,"Farwell Bridge Road, Davis, Illinois 61019.0",,,,none
1103246,PLANT #1,"Crushed, Broken Limestone NEC",Abandoned,4/11/2013,Surface,4225 Dellos Road,Morris,Illinois,60450,"4225 Dellos Road, Morris, Illinois 60450.0",41.395293720036,-88.343128678479,,python
1103250,Monmouth Pit,"Crushed, Broken Limestone NEC",Active,6/22/2023,Surface,2300 60th Street,Monmouth,Illinois,61462,"2300 60th Street, Monmouth, Illinois 61462.0",40.965225658894,-90.668750688612,,python
1103252,Grizzly,"Crushed, Broken Limestone NEC",Intermittent,3/12/2014,Surface,1567 Heine Rd,Freeport,Illinois,61032,"1567 Heine Rd, Freeport, Illinois 61032.0",42.32502129227,-89.656291401708,,python
1103258,Joliet - Plant #4,"Crushed, Broken Limestone NEC",Abandoned,7/18/2016,Surface,1955 Patterson Road,Joliet,Illinois,60436,"1955 Patterson Road, Joliet, Illinois 60436.0",41.490335436857,-88.113339201293,,python
1103259,Morris - Plant #1,"Crushed, Broken Limestone NEC",Abandoned,7/24/2014,Surface,4225 E. Dellos Road,Morris,Illinois,60450,"4225 E. Dellos Road, Morris, Illinois 60450.0",41.395293720036,-88.343128678479,,python
1103262,740 S. Bolen Rd. Quarry,"Crushed, Broken Limestone NEC",Abandoned,7/21/2016,Surface,740 S. Bolen Rd.,Pecatonica,Illinois,61063,"740 S. Bolen Rd., Pecatonica, Illinois 61063.0",,,,none
1103282,7009852,"Crushed, Broken Limestone NEC",Abandoned,8/8/2018,Surface,5515 Charles St,Rockford,Illinois,61108,"5515 Charles St, Rockford, Illinois 61108.0",42.245211537675,-89.006281042157,,python
1103283,Lockport Shop,"Crushed, Broken Limestone NEC",Abandoned,4/24/2017,Facility,681 South Material Road,Romeoville,Illinois,60446,"681 South Material Road, Romeoville, Illinois 60446.0",,,,none
1103285,South Quarry,"Crushed, Broken Limestone NEC",Intermittent,9/5/2017,Surface,3686 Baxter Road,Rockford,Illinois,61109,"3686 Baxter Road, Rockford, Illinois 61109.0",42.165685302148,-89.045193090635,,python
1103290,Freeport Quarry,"Crushed, Broken Limestone NEC",Abandoned,9/9/2021,Surface,466 w fairview rd,freeport,Illinois,61032,"466 w fairview rd, freeport , Illinois 61032.0",,,,none
1103294,Metz Quarry,"Crushed, Broken Limestone NEC",Active,11/5/2025,Surface,1075 N. 1800 East Rd,Fairbury,Illinois,61739,"1075 N. 1800 East Rd, Fairbury, Illinois 61739.0",,,,none
1103297,8101 Portable,"Crushed, Broken Limestone NEC",Abandoned,5/23/2024,Surface,250 county road 2050 N,Mahomet,Illinois,61853,"250 county road 2050 N, Mahomet, Illinois 61853.0",,,,none
1103302,AZ Hard Rock Inc.,"Crushed, Broken Limestone NEC",Active,11/5/2025,Surface,1421 W 135th St.,Bolingbrook,Illinois,60490,"1421 W 135th St., Bolingbrook, Illinois 60490.0",41.638099439105,-88.160147199809,,python
1103317,PMark Quarry Inc.,"Crushed, Broken Limestone NEC",Intermittent,5/7/2025,Surface,3414 N. Mammoser Rd.,Stockton,Illinois,61085,"3414 N. Mammoser Rd., Stockton, Illinois 61085.0",42.42030059339,-89.964097494205,,python
1200002,North Indianapolis Quarry & Mill,"Crushed, Broken Limestone NEC",Active,6/22/2017,Surface,9825 Gray Road,Carmel,Indiana,46280,"9825 Gray Road, Carmel, Indiana 46280.0",39.929565567205,-86.088634031532,,python
1200004,Atkins Mine,"Crushed, Broken Limestone NEC",Active,7/4/1976,Surface,1415 Quarry Rd.,Jeffersonville,Indiana,47130,"1415 Quarry Rd., Jeffersonville, Indiana 47130.0",38.300905389095,-85.740413493455,,python
1200005,Babcock Quarry,"Crushed, Broken Limestone NEC",Abandoned,1/15/2017,Surface,701 E. Emmet Avenue,Rensselaer,Indiana,,"701 E. Emmet Avenue, Rensselaer, Indiana 479783098.0",40.929345682912,-87.147130126438,,python
1200007,North Vernon Quarry,"Crushed, Broken Limestone NEC",Abandoned,12/11/2012,Surface,1800 North County Road 20 West,North Vernon,Indiana,47265,"1800 North County Road 20 West, North Vernon, Indiana 47265.0",39.011947262468,-85.618136357718,,python
1200008,Versailles Quarry,"Crushed, Broken Limestone NEC",Active,1/14/2020,Surface,606 West County Road 300 S.,Versailles,Indiana,47042,"606 West County Road 300 S., Versailles, Indiana 47042.0",39.030468167082,-85.272003440304,,python
1200010,Bloomington Quarry,"Crushed, Broken Limestone NEC",Abandoned,3/7/2022,Surface,1100 Oard Road,Bloomington,Indiana,47401,"1100 Oard Road, Bloomington, Indiana 47401.0",39.176596240525,-86.628629097556,,python
1200013,Calcar Quarry,"Crushed, Broken Limestone NEC",Active,9/13/2010,Surface,860 E. U.S. 150,Paoli,Indiana,47454,"860 E. U.S. 150, Paoli, Indiana 47454.0",38.542998519829,-86.439336222588,,python
1200015,Cave Quarries Inc,"Crushed, Broken Limestone NEC",Active,2/22/1972,Surface,1156 N 425 W,Paoli,Indiana,,"1156 N 425 W, Paoli, Indiana 474549686.0",,,,none
1200017,IMI Corydon Stone & Asphalt Co.,"Crushed, Broken Limestone NEC",Active,7/15/2015,Surface,1100 Quarry Rd.,Corydon,Indiana,47112,"1100 Quarry Rd., Corydon, Indiana 47112.0",38.246052965569,-86.153858794694,,python
1200020,John S Davis Inc dba Davis Crushed Stone,"Crushed, Broken Limestone NEC",Active,4/6/1993,Surface,8605 Big John Rd. NW,Depauw,Indiana,47115,"8605 Big John Rd. NW, Depauw, Indiana 47115.0",38.333586226256,-86.168257350903,,python
1200022,Richmond Quarry,"Crushed, Broken Limestone NEC",Active,3/29/2018,Surface,5834 Inke Road,Richmond,Indiana,47374,"5834 Inke Road, Richmond, Indiana 47374.0",39.909769220459,-84.821919603913,,python
1200023,Delphi Plant,"Crushed, Broken Limestone NEC",Active,7/4/1976,Surface,2195 west 421 north,delphi,Indiana,46923,"2195 west 421 north, delphi, Indiana 46923.0",,,,none
1200029,IMI Bluffton Quarry,"Crushed, Broken Limestone NEC",Active,3/17/1999,Surface,2321 E - 150 N,Bluffton,Indiana,46714,"2321 E - 150 N, Bluffton, Indiana 46714.0",40.764270214183,-85.177205920482,,python
1200037,US Aggregates-Ridgeville Quarry,"Crushed, Broken Limestone NEC",Active,10/24/1996,Surface,1972 W.St. Rd 28,Ridgeville,Indiana,47380,"1972 W.St. Rd 28, Ridgeville, Indiana 47380.0",40.280093928199,-85.016595959104,,python
1200038,Harris City Quarry,"Crushed, Broken Limestone NEC",Intermittent,11/7/2017,Surface,3671 S. County Rd. 220 SW,Greensburg,Indiana,47240,"3671 S. County Rd. 220 SW, Greensburg, Indiana 47240.0",39.282852455038,-85.527157510981,,python
1200039,Bainbridge Quarry LLC,"Crushed, Broken Limestone NEC",Active,3/26/2025,Surface,5588 North  50 East,Bainbridge,Indiana,46105,"5588 North  50 East, Bainbridge, Indiana 46105.0",,,,none
1200046,Salem Quarry,"Crushed, Broken Limestone NEC",Abandoned,5/14/2015,Surface,1510 West Market Street,Salem,Indiana,47167,"1510 West Market Street, Salem, Indiana 47167.0",38.603532647451,-86.117160789237,,python
1200054,IMI Montpelier Quarry,"Crushed, Broken Limestone NEC",Active,10/22/2010,Surface,5067 E. Cummins Road,Montpelier,Indiana,46359,"5067 E. Cummins Road, Montpelier, Indiana 46359.0",40.558910347424,-85.276563722205,,python
1200058,Bryant Quarry,"Crushed, Broken Limestone NEC",Abandoned,4/11/2008,Surface,E 1200 S,Bryant,Indiana,47326,"E 1200 S, Bryant, Indiana 47326.0",,,,none
1200067,Harrison County Quarry,"Crushed, Broken Limestone NEC",Abandoned,7/19/2017,Surface,2314 Old Hwy 135 W,Corydon,Indiana,47112,"2314 Old Hwy 135 W, Corydon, Indiana 47112.0",38.167099922506,-86.13782769615,,python
1200068,Ardmore Stone Quarry,"Crushed, Broken Limestone NEC",Active,4/12/2011,Surface,6100 Ardmore Ave.,Ft. Wayne,Indiana,46809,"6100 Ardmore Ave., Ft. Wayne, Indiana 46809.0",41.028952289701,-85.188914923808,,python
1200071,US Aggregates-Linn Grove Quarry,"Crushed, Broken Limestone NEC",Active,5/14/2012,Surface,6311 W. ST. RD. 218,Bluffton,Indiana,46714,"6311 W. ST. RD. 218, Bluffton, Indiana 46714.0",40.65540174819,-85.101399706245,,python
1200072,US Aggregates-Pleasant Mills Quarry,"Crushed, Broken Limestone NEC",Active,3/16/1999,Surface,699S 500E,Decatur,Indiana,46733,"699S 500E, Decatur, Indiana 46733.0",40.738415074708,-84.840314837338,,python
1200073,US Aggregates-Columbus Plant,"Crushed, Broken Limestone NEC",Active,12/12/2011,Surface,3415 S. 650 E.,Columbus,Indiana,47203,"3415 S. 650 E., Columbus, Indiana 47203.0",39.169532745188,-85.790671489538,,python
1200074,Woodburn II,"Crushed, Broken Limestone NEC",Active,10/1/2008,Surface,22821 Dawkins Rd.,Woodburn,Indiana,46797,"22821 Dawkins Rd., Woodburn, Indiana 46797.0",41.074252161699,-84.845435168927,,python
1200081,Mitchell Quarry,"Crushed, Broken Limestone NEC",Active,7/15/2013,Surface,3020 SR 60 West,Mitchell,Indiana,47446,"3020 SR 60 West, Mitchell, Indiana 47446.0",38.7234871757,-86.423585748683,,python
1200088,New Point Quarry,"Crushed, Broken Limestone NEC",Active,7/15/2013,Surface,992 S. County Rd 800 E.,Greensburg,Indiana,47240,"992 S. County Rd 800 E., Greensburg, Indiana 47240.0",39.324122660773,-85.335011126046,,python
1200089,Napoleon Quarry,"Crushed, Broken Limestone NEC",Active,12/6/2011,Surface,8792 N. County Road 300W,Batesville,Indiana,47006,"8792 N. County Road 300W, Batesville, Indiana 47006.0",,,,none
1200090,Newton County Quarry,"Crushed, Broken Limestone NEC",Active,1/16/1989,Surface,235 E. US Hwy 24,Kentland,Indiana,47951,"235 E. US Hwy 24, Kentland, Indiana 47951.0",,,,none
1200100,US Aggregates-Fairview Quarry,"Crushed, Broken Limestone NEC",Intermittent,7/24/2024,Surface,8471N 1000W,Ridgeville,Indiana,47380,"8471N 1000W, Ridgeville, Indiana 47380.0",40.284099716809,-85.167197594441,,python
1200102,US Aggregates-Portland Quarry,"Crushed, Broken Limestone NEC",Active,1/9/1975,Surface,2228 W 125 S,Portland,Indiana,47371,"2228 W 125 S, Portland, Indiana 47371.0",40.419476639029,-85.029497098072,,python
1200103,Rush County Stone,"Crushed, Broken Limestone NEC",Active,10/15/2012,Surface,5814 West State Road 244,Milroy,Indiana,,"5814 West State Road 244, Milroy, Indiana 461569569.0",,,,none
1200107,Scott County Quarry,"Crushed, Broken Limestone NEC",Active,10/2/2025,Surface,313 South State Road 203,Lexington,Indiana,47138,"313 South State Road 203, Lexington, Indiana 47138.0",38.69008778676,-85.659747856862,,python
1200109,IMI SELLERSBURG STONE CO.,"Crushed, Broken Limestone NEC",Active,7/4/1976,Surface,1019 E. Utica St.,Sellersburg,Indiana,47172,"1019 E. Utica St., Sellersburg, Indiana 47172.0",38.393202970933,-85.748611830193,,python
1200115,St Paul Stone Company,"Crushed, Broken Limestone NEC",Active,7/15/2015,Surface,519 S County Line Rd,St. Paul,Indiana,47272,"519 S County Line Rd, St. Paul, Indiana 47272.0",39.423049328205,-85.630600360889,,python
1200124,IMI Stony Creek Stone Co,"Crushed, Broken Limestone NEC",Active,12/19/1994,Surface,12798 SR38 East,Noblesville,Indiana,46060,"12798 SR38 East, Noblesville, Indiana 46060.0",40.036360974492,-85.937685033859,,python
1200136,US Aggregates-Francesville Quarry,"Crushed, Broken Limestone NEC",Active,7/10/1992,Surface,14530 W. 700 S,Franceville,Indiana,47946,"14530 W. 700 S, Franceville, Indiana 47946.0",40.955791562381,-86.884646879034,,python
1200142,Kokomo Quarry,"Crushed, Broken Limestone NEC",Active,11/16/2018,Surface,2400 West Co. Rd. 50 S.,Kokomo,Indiana,46902,"2400 West Co. Rd. 50 S., Kokomo, Indiana 46902.0",40.468891507381,-86.173203288636,,python
1200194,US Aggregates-Monon Quarry,"Crushed, Broken Limestone NEC",Active,4/27/2023,Surface,6857 US 421 South,Monon,Indiana,47959,"6857 US 421 South, Monon, Indiana 47959.0",40.85187614102,-86.877563609831,,python
1200339,IMI Peru Stone Quarry,"Crushed, Broken Limestone NEC",Active,5/14/2012,Surface,350 N 150 W,Peru,Indiana,46970,"350 N 150 W, Peru, Indiana 46970.0",40.770245272314,-86.102305154409,,python
1200354,Pendleton Quarry,"Crushed, Broken Limestone NEC",Active,7/15/2015,Surface,5002 South SR 67,Anderson,Indiana,46013,"5002 South SR 67, Anderson, Indiana 46013.0",40.031532394381,-85.725638801631,,python
