Mine ID,Mine Name,mine_type,Commodity,Mine Status,Status Date,Type of Mine,Street,City,State,Zip Code,full_address,lat,lon,confidence,geocode_method
100009,Dolcito Quarry,limestone_mine,"Crushed, Broken Limestone NEC",Active,7/4/1976,Surface,2101 Pinson Valley Parkway,Birmingham,Alabama,35217,"2101 Pinson Valley Parkway, Birmingham, Alabama 35217.0",33.589253615545,-86.76522528753,,python
100011,Imerys Sylacauga Operations,limestone_mine,"Crushed, Broken Marble",Active,11/14/1975,Surface,1301 Gene E Stewart Blvd.,Sylacauga,Alabama,35151,"1301 Gene E Stewart Blvd., Sylacauga, Alabama 35151.0",33.156325844828,-86.297580617235,,python
100013,C A Langford Co Inc,limestone_mine,"Crushed, Broken Limestone NEC",Active,11/14/1975,Surface,2120 Warrenton Rd,Guntersville,Alabama,35976,"2120 Warrenton Rd, Guntersville, Alabama 35976.0",34.337063980797,-86.369512295172,,python
100021,HUNTSVILLE NORTH QUARRY,limestone_mine,"Crushed, Broken Limestone NEC",Active,4/18/1975,Surface,4210 Northwest Stringfield Road,Huntsville,Alabama,35810,"4210 Northwest Stringfield Road, Huntsville, Alabama 35810.0",34.778635722713,-86.626515513396,,python
100037,CHILDERSBURG QUARRY,limestone_mine,"Crushed, Broken Limestone NEC",Active,11/26/1975,Surface,1408 Flagpole Mountain Road,Childersburg,Alabama,35044,"1408 Flagpole Mountain Road, Childersburg, Alabama 35044.0",33.237166633504,-86.35187867204,,python
100039,Trinity Quarry,limestone_mine,"Crushed, Broken Limestone NEC",Active,12/27/1984,Surface,3950 Alabama Hwy. 20 West,Trinity,Alabama,35673,"3950 Alabama Hwy. 20 West, Trinity, Alabama 35673.0",34.620146664026,-87.075035921252,,python
100047,GLENCOE QUARRY,limestone_mine,"Crushed, Broken Limestone NEC",Active,12/5/1975,Surface,608 East Main Street,Glencoe,Alabama,35905,"608 East Main Street, Glencoe, Alabama 35905.0",33.945233992968,-85.927210159385,,python
100050,Calera Quarry,limestone_mine,"Crushed, Broken Limestone NEC",Active,12/5/1975,Surface,1614 Highway 84,Calera,Alabama,35040,"1614 Highway 84, Calera, Alabama 35040.0",33.142722916893,-86.759524940387,,python
100052,"Wade Sand & Gravel Co., Inc.",limestone_mine,"Crushed, Broken Limestone NEC",Active,12/5/1975,Surface,1200 10th St W,Birmingham,Alabama,35204,"1200 10th St W, Birmingham, Alabama 35204.0",33.523164879907,-86.852901201532,,python
100130,Scottsboro Quarry,limestone_mine,"Crushed, Broken Limestone NEC",Active,12/27/1984,Surface,3145 Porter Road,Scottsboro,Alabama,35768,"3145 Porter Road, Scottsboro, Alabama 35768.0",34.623560641307,-86.088422598051,,python
100526,HELENA QUARRY,limestone_mine,"Crushed, Broken Limestone NEC",Active,9/8/2014,Surface,237 Limestone Drive,Helena,Alabama,35080,"237 Limestone Drive, Helena, Alabama 35080.0",33.316776650897,-86.8269471369,,python
100853,Lacon Quarry,limestone_mine,"Crushed, Broken Limestone NEC",Active,6/21/1984,Surface,145 East Lacon Road,Falkville,Alabama,35622,"145 East Lacon Road, Falkville, Alabama 35622.0",34.338742248835,-86.888963814013,,python
101552,Roberta Plant,limestone_mine,"Crushed, Broken Limestone NEC",Abandoned,3/13/2014,Facility,730 Hwy. 23,Calera,Alabama,35040,"730 Hwy. 23, Calera, Alabama 35040.0",33.102827852479,-86.812990540991,,python
102013,Moulton Quarry,limestone_mine,"Crushed, Broken Limestone NEC",Abandoned,3/11/2020,Surface,15160 County Road 7,Moulton,Alabama,35650,"15160 County Road 7, Moulton, Alabama 35650.0",34.451449325831,-87.381527118655,,python
102014,Allsboro Quarry & Mill,limestone_mine,"Crushed, Broken Limestone NEC",Active,4/1/1979,Surface,96 State Line Rd,Cherokee,Alabama,35616,"96 State Line Rd, Cherokee, Alabama 35616.0",34.726194329524,-88.116901913126,,python
102140,Alexander City,limestone_mine,"Crushed, Broken Granite",Active,5/7/2013,Surface,625 Coosa County Road 32,Alexander City,Alabama,35010,"625 Coosa County Road 32, Alexander City, Alabama 35010.0",32.936633626413,-85.975937379696,,python
102523,Guntersville Quarry,limestone_mine,"Crushed, Broken Limestone NEC",Active,6/29/1983,Surface,692 Convict Camp Rd.,GUNTERSVILLE,Alabama,35976,"692 Convict Camp Rd., GUNTERSVILLE, Alabama 35976.0",34.44227248574,-86.25804367447,,python
102660,North Huntsville Quarry & Mill,limestone_mine,"Crushed, Broken Limestone NEC",Active,5/28/1986,Surface,6250 Stringfield Rd,Huntsville,Alabama,35806,"6250 Stringfield Rd, Huntsville, Alabama 35806.0",34.778759733227,-86.643087342286,,python
102743,Summit Quarry,limestone_mine,"Crushed, Broken Limestone NEC",Active,11/14/1988,Surface,2335 Hinds Road,Blountsville,Alabama,35031,"2335 Hinds Road, Blountsville, Alabama 35031.0",34.194686033049,-86.480499883586,,python
102871,Decatur Quarry,limestone_mine,"Crushed, Broken Limestone NEC",Abandoned,1/22/2009,Surface,3523 Gordon Terry Pkwy,Decatur,Alabama,35601,"3523 Gordon Terry Pkwy, Decatur, Alabama 35601.0",34.583893229665,-87.068975497936,,python
102956,Speedway Quarry,limestone_mine,"Crushed, Broken Limestone NEC",Active,9/27/1998,Surface,7575 Eastaboga Road,Eastaboga,Alabama,36260,"7575 Eastaboga Road, Eastaboga, Alabama 36260.0",33.558421430896,-86.040613300048,,python
102985,Omya Alabama Plant,limestone_mine,"Crushed, Broken Marble",Active,3/16/1993,Facility,2071 Sylacauga Fayetteville Highway,Sylacauga,Alabama,35151,"2071 Sylacauga Fayetteville Highway, Sylacauga, Alabama 35151.0",33.160846901911,-86.308129551054,,python
103068,Alabaster Quarry,limestone_mine,"Crushed, Broken Limestone NEC",Abandoned,9/2/2020,Surface,1180 Fulton Springs Rd.,Alabaster,Alabama,35007,"1180 Fulton Springs Rd., Alabaster, Alabama 35007.0",33.214627531686,-86.813788585569,,python
103076,O'Neal Quarry,limestone_mine,"Crushed, Broken Limestone NEC",Active,5/30/1996,Surface,3703 Hwy. 31 North,Calera,Alabama,35040,"3703 Hwy. 31 North , Calera, Alabama 35040.0",33.166442030172,-86.756076076641,,python
103083,Opelika Quarry,limestone_mine,"Crushed, Broken Limestone NEC",Abandoned,3/24/2016,Surface,3085 Al Hwy. 169,Opelika,Alabama,35010,"3085 Al Hwy. 169, Opelika, Alabama 35010.0",32.585109656705,-85.334330213252,,python
103087,TUSCALOOSA QUARRY,limestone_mine,"Crushed, Broken Limestone NEC",Active,1/15/1997,Surface,11717 Vulcan Road,Vance,Alabama,35490,"11717 Vulcan Road, Vance, Alabama 35490.0",33.133107659071,-87.286797211076,,python
103100,Battleground Rock Quarry,limestone_mine,"Crushed, Broken Limestone NEC",Active,7/20/1998,Surface,624 E State Crusher Rd,Falkville,Alabama,35622,"624 E State Crusher Rd, Falkville, Alabama 35622.0",34.336255068561,-86.989206078836,,python
103175,Alabaster Mill,limestone_mine,"Crushed, Broken Limestone NEC",Active,12/9/1999,Facility,1152 Old Hwy 31,Alabaster,Alabama,35007,"1152 Old Hwy 31, Alabaster, Alabama 35007.0",33.222992459008,-86.806695220216,,python
103176,Limestone County Quarry,limestone_mine,"Crushed, Broken Limestone NEC",Abandoned,11/15/2010,Surface,22917  Easter Ferry Road,Elmont,Alabama,35620,"22917  Easter Ferry Road, Elmont, Alabama 35620.0",34.889917067876,-87.030228455179,,python
103199,Collinsville Rock Quarry,limestone_mine,"Crushed, Broken Limestone NEC",Abandoned,12/11/2019,Surface,9091 US Hwy 11 North,Attalla,Alabama,35954,"9091 US Hwy 11 North, Attalla, Alabama 35954.0",34.193147462224,-85.921299190168,,python
103226,Ensley Central Services,limestone_mine,"Crushed, Broken Limestone NEC",Abandoned,4/24/2017,Facility,1000 Avenue E,Ensley,Alabama,35218,"1000 Avenue E, Ensley, Alabama 35218.0",33.524769126837,-86.891580792088,,python
103234,Ashville Rock Quarry,limestone_mine,"Crushed, Broken Limestone NEC",Active,5/14/2004,Surface,6235 Crawfords Cove Rd,Steele,Alabama,35987,"6235 Crawfords Cove Rd, Steele, Alabama 35987.0",33.886171947821,-86.323314591115,,python
103276,Plant No 1,limestone_mine,"Crushed, Broken Limestone NEC",Abandoned,5/21/2022,Surface,3260 Stovall Road,Florala,Alabama,36442,"3260 Stovall Road, Florala, Alabama 36442.0",31.033736857773,-86.229879631969,,python
103300,Gurley  Mine,limestone_mine,"Crushed, Broken Limestone NEC",Abandoned,7/29/2005,Surface,5835 Hwy 72 East,Gurley,Alabama,35748,"5835 Hwy 72 East, Gurley, Alabama 35748.0",34.701615993573,-86.388543310601,,python
103318,Grant Quarry,limestone_mine,"Crushed, Broken Limestone NEC",Abandoned,10/7/2005,Surface,420 New Hope Highway South,Grant,Alabama,35747,"420 New Hope Highway South, Grant, Alabama 35747.0",34.462295409717,-86.355011533578,,python
103347,Dunn Construction Company,limestone_mine,"Crushed, Broken Granite",Active,12/18/2006,Surface,2194 Providence Road,Titus,Alabama,36080,"2194 Providence Road, Titus, Alabama 36080.0",32.734541166116,-86.269164481512,,python
103356,Lacey's Spring,limestone_mine,"Crushed, Broken Limestone NEC",Active,7/14/2020,Surface,149 Parks Chapel Rd.,Lacey's Spring,Alabama,35754,"149 Parks Chapel Rd., Lacey's Spring, Alabama 35754.0",34.558400053054,-86.577296074074,,python
103405,Eagle Quarry,limestone_mine,"Crushed, Broken Limestone NEC",Abandoned,2/8/2012,Surface,2701 County Road 20,Calera,Alabama,35040,"2701 County Road 20, Calera, Alabama 35040.0",33.091232336234,-86.766454317245,,python
103413,Tanner Quarry,limestone_mine,"Crushed, Broken Limestone NEC",Active,5/1/2011,Surface,9271 US Hwy 31,Tanner,Alabama,35671,"9271 US Hwy 31, Tanner, Alabama 35671.0",34.690573583567,-86.954551465445,,python
103440,Quality Stone,limestone_mine,"Crushed, Broken Limestone NEC",Abandoned,1/7/2013,Surface,2142 New Home Road,Boaz,Alabama,35956,"2142 New Home Road, Boaz, Alabama 35956.0",34.132180756684,-86.253360605821,,python
103454,Village Springs Quarry,limestone_mine,"Crushed, Broken Limestone NEC",Abandoned,12/17/2012,Surface,267 Sand Valley Road,Remlap,Alabama,35133,"267 Sand Valley Road, Remlap, Alabama 35133.0",33.787833687263,-86.644371081071,,python
103506,West Huntsville,limestone_mine,"Crushed, Broken Limestone NEC",Active,4/10/2017,Surface,26024 Newby Road,Madison,Alabama,35756,"26024 Newby Road, Madison, Alabama 35756.0",34.744700893117,-86.85946552556,,python
103518,McCord Limestone Quarry,limestone_mine,"Crushed, Broken Limestone NEC",Active,4/2/2019,Surface,6620 Highway 72 East,Gurley,Alabama,35748,"6620 Highway 72 East, Gurley, Alabama 35748.0",34.694033828938,-86.36086333824,,python
103539,Brierfield,limestone_mine,"Crushed, Broken Limestone NEC",Active,7/1/2021,Surface,5115 West Ashby Road,Brierfield,Alabama,35035,"5115 West Ashby Road, Brierfield, Alabama 35035.0",33.021141326551,-86.920376874145,,python
103542,Redstone Quarry,limestone_mine,"Crushed, Broken Limestone NEC",Active,8/6/2020,Surface,2053 Vermont Road SW,Huntsville,Alabama,35802,"2053 Vermont Road SW, Huntsville, Alabama 35802.0",34.670731338911,-86.59710734346,,python
103622,Nickajack Quarry,limestone_mine,"Crushed, Broken Limestone NEC",Abandoned,6/23/2025,Surface,926 lakeveiw drive,south pittsburg,Tennessee,37380,"926 lakeveiw drive, south pittsburg, Tennessee 37380.0",34.988841044767,-85.633877938503,,python
103628,SRM Materials Bridgeport,limestone_mine,"Crushed, Broken Limestone NEC",NonProdActive,8/6/2025,Surface,223 County Rd. 572,Bridgeport,Alabama,35740,"223 County Rd. 572, Bridgeport, Alabama 35740.0",34.945930722841,-85.768590483753,,python
202194,TREASURE CHEST GRANITE PIT LLC,limestone_mine,"Crushed, Broken Granite",Active,11/30/1987,Surface,5063 N Starr Rd,Apache Junction,Arizona,85219,"5063 N Starr Rd, Apache Junction, Arizona 85219.0",33.460902360324,-111.517509474712,,python
202498,Triple Nichol - Portable Rawson Crusher,limestone_mine,"Crushed, Broken Granite",Abandoned,10/27/2004,Surface,3586 U.S. Hwy 60,Miami,Arizona,85539,"3586 U.S. Hwy 60, Miami, Arizona 85539.0",33.406813850045,-110.856288771521,,python
202614,Omya Arizona,limestone_mine,"Crushed, Broken Marble",Active,2/4/2002,Surface,6 N Mesquite Rd,Superior,Arizona,85173,"6 N Mesquite Rd, Superior, Arizona 85173.0",33.288343272096,-111.120676181142,,python
202678,Star Valley Granite & Materials,limestone_mine,"Crushed, Broken Granite",Active,4/21/2021,Surface,22 CORNERSTONE WAY,PAYSON,Arizona,85541,"22 CORNERSTONE WAY, PAYSON, Arizona 85541.0",34.25537559955,-111.258587108053,,python
202698,Cedar Hills Site,limestone_mine,"Crushed, Broken Granite",Active,7/1/2014,Surface,9376 E Wright Dr,Kingman,Arizona,86401,"9376 E Wright Dr, Kingman, Arizona 86401.0",35.184734989123,-113.791175360433,,python
202921,SUPERIOR MARBLE,limestone_mine,"Crushed, Broken Marble",Abandoned,4/23/2010,Surface,2 N Mesquite Road,Superior,Arizona,85273,"2 N Mesquite Road, Superior, Arizona 85273.0",33.288449802745,-111.120664967383,,python
202930,Cross Spear Marble,limestone_mine,"Crushed, Broken Marble",Abandoned,8/15/2013,Surface,10555 E. Red Wing Ranch Rd.,Willcox,Arizona,85643,"10555 E. Red Wing Ranch Rd., Willcox, Arizona 85643.0",32.102166565191,-109.426081950619,,python
203091,FNF Crushing 1,limestone_mine,"Crushed, Broken Limestone NEC",Intermittent,1/5/2026,Surface,115 S. 48th St.,Tempe,Arizona,85281,"115 S. 48th St., Tempe, Arizona 85281.0",33.4269470564,-111.977375588227,,python
300011,Black Rock Quarry & Plant,limestone_mine,"Crushed, Broken Limestone NEC",Active,4/1/2013,Surface,133 Lawrence Rd. 208,Black Rock,Arkansas,72415,"133 Lawrence Rd. 208, Black Rock, Arkansas 72415.0",36.124134720159,-91.262149770064,,python
300050,LIMEDALE QUARRY,limestone_mine,"Crushed, Broken Limestone NEC",Active,7/4/1976,Surface,600 Limedale Road,Batesville,Arkansas,72501,"600 Limedale Road, Batesville, Arkansas 72501.0",35.794025551552,-91.720024117993,,python
300098,Granite Mountain Quarry #1,limestone_mine,"Crushed, Broken Granite",Active,4/13/1972,Surface,1010 Shamburger Lane,Little Rock,Arkansas,72206,"1010 Shamburger Lane, Little Rock, Arkansas 72206.0",34.674879354984,-92.265214914173,,python
300542,3M Arch Street Quarry,limestone_mine,"Crushed, Broken Granite",Abandoned,3/1/2013,Surface,6100 Arch Street,Little Rock,Arkansas,72206,"6100 Arch Street, Little Rock, Arkansas 72206.0",34.694568615648,-92.292540056839,,python
300610,White River Materials Mt. Home Quarry,limestone_mine,"Crushed, Broken Limestone NEC",Active,11/20/1978,Surface,4437-1 Highway 5 North,Mountain Home,Arkansas,72654,"4437-1 Highway 5 North, Mountain Home, Arkansas 72654.0",36.297077863497,-92.332662134795,,python
300791,Portable Plant #1,limestone_mine,"Crushed, Broken Limestone NEC",Abandoned,8/23/2017,Surface,1223 Front Street,Conway,Arkansas,72032,"1223 Front Street, Conway, Arkansas 72032.0",35.095619496499,-92.443015832399,,python
301232,Radix Quarries,limestone_mine,"Crushed, Broken Limestone NEC",Active,3/3/1976,Surface,1945 US-62,Green Forest,Arkansas,72638,"1945 US-62, Green Forest , Arkansas 72638.0",36.352331863248,-93.515165668952,,python
301373,Pryor Mountain Quarry Inc,limestone_mine,"Crushed, Broken Limestone NEC",Abandoned,5/8/2012,Surface,4849 Edgemont Road,Quitman,Arkansas,72131,"4849 Edgemont Road, Quitman, Arkansas 72131.0",35.510820967105,-92.222071932271,,python
301583,Sharps Quarry & Plant,limestone_mine,"Crushed, Broken Limestone NEC",Active,1/23/2014,Surface,13585 Puppy Creek Rd.,Springdale,Arkansas,72764,"13585 Puppy Creek Rd., Springdale, Arkansas 72764.0",36.226430641024,-94.180674690405,,python
301614,HATTON QUARRY,limestone_mine,"Crushed, Broken Granite",Active,10/7/1986,Surface,323 Polk Road 15,Cove,Arkansas,71937,"323 Polk Road 15, Cove, Arkansas 71937.0",34.344412673802,-94.342342616151,,python
301640,Lowell Quarry,limestone_mine,"Crushed, Broken Limestone NEC",Abandoned,8/18/2015,Surface,4850 Hwy 264 East,Lowell,Arkansas,72745,"4850 Hwy 264 East, Lowell, Arkansas 72745.0",36.224244362934,-94.075111427919,,python
301720,Atlas Qu Pt Crusher #1,limestone_mine,"Crushed, Broken Limestone NEC",Active,9/15/2020,Surface,8895 Cord Rd,Cord,Arkansas,72513,"8895 Cord Rd, Cord, Arkansas 72513.0",35.835245363039,-91.336394222599,,python
301779,Arkansas Quality Stone Company,limestone_mine,"Crushed, Broken Limestone NEC",Active,10/7/1996,Surface,147 Country Heritage Road,Ash Flat,Arkansas,72513,"147 Country Heritage Road, Ash Flat, Arkansas 72513.0",36.244072082364,-91.568988640808,,python
301801,Portable Plant #2,limestone_mine,"Crushed, Broken Limestone NEC",Abandoned,9/11/2002,Surface,300 Rock Products Road,Heber Springs,Arkansas,72543,"300 Rock Products Road, Heber Springs, Arkansas 72543.0",35.501951132556,-92.009622006463,,python
301818,Pocahontas Quarry,limestone_mine,"Crushed, Broken Limestone NEC",Active,4/2/2012,Surface,632 Johnson Church Road,Pocahontas,Arkansas,72455,"632 Johnson Church Road, Pocahontas, Arkansas 72455.0",36.301562697732,-90.981632260963,,python
301858,De Queen Quarry,limestone_mine,"Crushed, Broken Limestone NEC",Abandoned,2/4/2002,Surface,411 Waldon Road,DeQueen,Arkansas,71832,"411 Waldon Road, DeQueen, Arkansas 71832.0",34.073441954817,-94.449616307208,,python
301872,Springdale Quarry,limestone_mine,"Crushed, Broken Limestone NEC",Active,1/14/2013,Surface,21202 Parsons Rd,Springdale,Arkansas,72764,"21202 Parsons Rd, Springdale, Arkansas 72764.0",36.183176697058,-94.050888905504,,python
301893,ACP Aggregrates,limestone_mine,"Crushed, Broken Limestone NEC",Abandoned,10/26/2007,Surface,994  Fox Pass Cutoff,Hot Springs,Arkansas,71901,"994  Fox Pass Cutoff, Hot Springs, Arkansas 71901.0",34.568121351493,-93.009320918995,,python
301899,Portable #1 Plant 1313,limestone_mine,"Crushed, Broken Limestone NEC",Active,10/3/2025,Surface,755 East Millsap Road,Fayetteville,Arkansas,72703,"755 East Millsap Road, Fayetteville, Arkansas 72703.0",36.114646620406,-94.146984592452,,python
301905,"H & H Stone Company, LLC",limestone_mine,"Crushed, Broken Limestone NEC",Abandoned,10/31/2005,Surface,19675 Durham Mccord Rd,Elkins,Arkansas,72727,"19675 Durham Mccord Rd, Elkins, Arkansas 72727.0",35.9435159515,-94.001187816898,,python
301921,Portable #2 Plant 1400,limestone_mine,"Crushed, Broken Limestone NEC",Active,7/5/2022,Surface,"4608 S Garnett Rd, Suite 600",Tulsa,Oklahoma,74146,"4608 S Garnett Rd, Suite 600, Tulsa, Oklahoma 74146.0",36.097489694172,-95.851112019996,,python
301933,Letona Quarry,limestone_mine,"Crushed, Broken Limestone NEC",Abandoned,11/1/2007,Surface,1161 Pickens Chapel Rd.,Letona,Arkansas,72143,"1161 Pickens Chapel Rd., Letona, Arkansas 72143.0",35.365932424535,-91.862974424091,,python
301936,"Ozark Southern Stone Property, LLC",limestone_mine,"Crushed, Broken Limestone NEC",Active,11/16/2021,Surface,151 Hobbit Lane,Eureka Springs,Arkansas,72632,"151 Hobbit Lane, Eureka Springs, Arkansas 72632.0",36.4652343529,-93.754780356575,,python
301940,Elizabeth Quarry Inc,limestone_mine,"Crushed, Broken Limestone NEC",Active,11/12/2024,Surface,1262 Beagle Alley Road,Viola,Arkansas,72583,"1262 Beagle Alley Road, Viola, Arkansas 72583.0",36.327331894653,-92.05578192125,,python
301941,Arkansas Aggregates,limestone_mine,"Crushed, Broken Granite",Active,1/1/2014,Surface,1910 West 65th Street,Little Rock,Arkansas,72209,"1910 West 65th Street, Little Rock, Arkansas 72209.0",34.688485350636,-92.297855136171,,python
301945,Austin Quarry,limestone_mine,"Crushed, Broken Limestone NEC",Abandoned,11/30/2020,Surface,637 Austin Road,Clinton,Arkansas,72031,"637 Austin Road, Clinton, Arkansas 72031.0",35.44227389965,-92.538103631723,,python
301949,McHenry Aggregates,limestone_mine,"Crushed, Broken Limestone NEC",Active,3/17/2009,Surface,994 Fox Pass Cutoff,Hot Springs,Arkansas,71901,"994 Fox Pass Cutoff, Hot Springs, Arkansas 71901.0",34.568121351493,-93.009320918995,,python
301960,Portable Plant #1,limestone_mine,"Crushed, Broken Limestone NEC",Abandoned,10/17/2016,Surface,210 Wildman Rd,Rose Bud,Arkansas,72137,"210 Wildman Rd, Rose Bud, Arkansas 72137.0",35.408589705153,-92.04443362141,,python
301964,"Tripoli Mining Co, LLC",limestone_mine,"Crushed, Broken Limestone NEC",Abandoned,8/8/2008,Surface,7 Frecourt Lane,Little Rock,Arkansas,72223,"7 Frecourt Lane, Little Rock, Arkansas 72223.0",34.782106916394,-92.466465152048,,python
301966,Farmington Quarry,limestone_mine,"Crushed, Broken Limestone NEC",Active,4/2/2012,Surface,15557 North Hamstring Road,Fayettville,Arkansas,72704,"15557 North Hamstring Road, Fayettville, Arkansas 72704.0",36.08445828354,-94.267795413503,,python
301990,Sugarloaf Farms Quarry,limestone_mine,"Crushed, Broken Limestone NEC",Abandoned,12/19/2012,Surface,17164 Cedar Grove Rd.,Lead Hill,Arkansas,72644,"17164 Cedar Grove Rd., Lead Hill, Arkansas 72644.0",36.412603144526,-92.930926439453,,python
301995,Crusher No 1,limestone_mine,"Crushed, Broken Limestone NEC",Active,10/15/2019,Surface,1280 Owl Creek Road,Royal,Arkansas,71968,"1280 Owl Creek Road, Royal, Arkansas 71968.0",34.543479364268,-93.258412059022,,python
302012,Gravette Quarry,limestone_mine,"Crushed, Broken Limestone NEC",Active,11/5/2024,Surface,15974 Rocky Dell Hollow Rd,Gravette,Arkansas,72736,"15974 Rocky Dell Hollow Rd, Gravette, Arkansas 72736.0",36.435846066862,-94.381698965618,,python
302015,Martins Quarry,limestone_mine,"Crushed, Broken Limestone NEC",Abandoned,7/11/2011,Surface,3068 CR 302,Eureka Springs,Arkansas,72632,"3068 CR 302, Eureka Springs, Arkansas 72632.0",36.361264911821,-93.684395821663,,python
302047,Centerton Quarry,limestone_mine,"Crushed, Broken Limestone NEC",Active,4/19/2022,Surface,15271 Burgen Valley Rd.,Gravette,Arkansas,72736,"15271 Burgen Valley Rd., Gravette, Arkansas 72736.0",36.350474641634,-94.369380718485,,python
302061,1316,limestone_mine,"Crushed, Broken Limestone NEC",Intermittent,10/3/2025,Surface,755 East Millsap Rd,Fayetteville,Arkansas,72704,"755 East Millsap Rd, Fayetteville, Arkansas 72704.0",36.114646620406,-94.146984592452,,python
302076,Elkins Quarry,limestone_mine,"Crushed, Broken Limestone NEC",Abandoned,9/15/2022,Surface,19573 Durham McCord Rd,Elkins,Arkansas,72727,"19573 Durham McCord Rd, Elkins, Arkansas 72727.0",35.943036910001,-94.004126331118,,python
302082,Alexander Quarry,limestone_mine,"Crushed, Broken Limestone NEC",Active,6/7/2022,Surface,588 Alexander Rd,Mt Ida,Arkansas,71957,"588 Alexander Rd, Mt Ida, Arkansas 71957.0",34.533211611674,-93.678680691591,,python
302091,"Hatfield Ready Mix, Inc-Aggregate Divisi",limestone_mine,"Crushed, Broken Limestone NEC",Active,7/10/2024,Surface,918 AR 69 Hwy,Melbourne,Arkansas,72556,"918 AR 69 Hwy, Melbourne, Arkansas 72556.0",36.058595260895,-91.890325123132,,python
400099,Blue Mountain Minerals PR LLC,limestone_mine,"Crushed, Broken Limestone NEC",Active,6/5/1981,Surface,16624 Chimney Rock Road,Paso Robles,California,93446,"16624 Chimney Rock Road, Paso Robles, California 93446.0",35.673803468648,-120.975784719965,,python
400107,Felton Quarry,limestone_mine,"Crushed, Broken Granite",Active,11/19/1990,Surface,1800 Felton Quarry Road,Felton,California,95018,"1800 Felton Quarry Road, Felton, California 95018.0",37.035713235395,-122.094293339875,,python
400111,Cal Rock Products LLC,limestone_mine,"Crushed, Broken Limestone NEC",Intermittent,5/29/2023,Surface,11380 Cienega Road,Hollister,California,95023,"11380 Cienega Road, Hollister, California 95023.0",36.736809501189,-121.369238560493,,python
400133,El Cajon Quarry,limestone_mine,"Crushed, Broken Granite",Active,4/16/2012,Surface,2094 Willow Glen Road,El Cajon,California,92019,"2094 Willow Glen Road, El Cajon, California 92019.0",32.764279893125,-116.888797093494,,python
400167,Omya California,limestone_mine,"Crushed, Broken Limestone NEC",Active,5/25/1973,Surface,7299 Crystal Creek Rd.,Lucerne Valley,California,92356,"7299 Crystal Creek Rd., Lucerne Valley, California 92356.0",34.383795539347,-116.94457819919,,python
400175,Bonny Doon Quarry,limestone_mine,"Crushed, Broken Limestone NEC",Abandoned,2/9/2010,Surface,700 Highway 1,Davenport,California,95017,"700 Highway 1, Davenport, California 95017.0",36.96223339563,-122.078551633289,,python
402377,Harlow Quarry,limestone_mine,"Crushed, Broken Granite",Abandoned,1/18/2008,Surface,9001 Cajalco Road,Corona,California,91720,"9001 Cajalco Road, Corona, California 91720.0",33.824334905201,-117.501989477636,,python
404031,Diamond Quarry,limestone_mine,"Crushed, Broken Limestone NEC",Active,9/30/2015,Surface,1845 Quarry Rd,Placerville,California,95667,"1845 Quarry Rd, Placerville, California 95667.0",38.690558134562,-120.763446022091,,python
404680,Pyrite Quarry,limestone_mine,"Crushed, Broken Granite",Abandoned,8/20/2013,Surface,3500-B Pyrite Street,Riverside,California,92509,"3500-B Pyrite Street, Riverside, California 92509.0",34.0184082207,-117.46233761062,,python
404843,Mine #1,limestone_mine,"Crushed, Broken Granite",Abandoned,10/3/2015,Surface,12494 Highway 67,Lakeside,California,92040,"12494 Highway 67, Lakeside, California 92040.0",32.903846606577,-116.939477304986,,python
405229,Ojai Quarry,limestone_mine,"Crushed, Broken Granite",Active,4/1/2025,Surface,15558 Maricopa Highway,Ojai,California,93023,"15558 Maricopa Highway, Ojai, California 93023.0",34.485497907513,-119.301138190486,,python
405434,Plant #3,limestone_mine,"Crushed, Broken Granite",Abandoned,2/28/2014,Surface,22300 Temescal Canyon Rd,Corona,California,92530,"22300 Temescal Canyon Rd, Corona, California 92530.0",33.796923698116,-117.500627358174,,python
405450,Plant #4,limestone_mine,"Crushed, Broken Granite",Abandoned,4/7/2014,Surface,10910 Dawson Canyon Rd,Corona,California,92883,"10910 Dawson Canyon Rd, Corona, California 92883.0",33.783535440707,-117.464504253808,,python
405503,Cool Cave Quarry,limestone_mine,"Crushed, Broken Limestone NEC",Active,11/15/2011,Surface,2601 Highway 49,Cool,California,95614,"2601 Highway 49, Cool, California 95614.0",38.904459535252,-121.013373627998,,python
405554,Portable Crusher (Rental),limestone_mine,"Crushed, Broken Granite",Abandoned,6/8/2020,Surface,3500 Pyrite St,Riverside,California,92509,"3500 Pyrite St, Riverside, California 92509.0",34.0184082207,-117.46233761062,,python
405714,Portable Plant #3,limestone_mine,"Crushed, Broken Limestone NEC",Abandoned,10/23/2023,Surface,339 Doak Blvd.,Ripon,California,95366,"339 Doak Blvd., Ripon, California 95366.0",37.729926729549,-121.124604564156,,python
500012,Monarch Quarry,limestone_mine,"Crushed, Broken Limestone NEC",Abandoned,10/23/2018,Surface,23500 Hwy 50,Salida,Colorado,81201,"23500 Hwy 50, Salida, Colorado 81201.0",38.542028423182,-106.314429732972,,python
500864,Amrize Morrison Quarry,limestone_mine,"Crushed, Broken Granite",Active,11/15/2012,Surface,18131 Colorado Highway 8,Morrison,Colorado,80465,"18131 Colorado Highway 8, Morrison, Colorado 80465.0",39.637275163813,-105.193391171469,,python
